date,year,week,id_project,project_name,start_price,end_price,performance,rank
2024-02-24,2024,8,19533,Agoras: Currency of Tau,10.09,10.21,0.011892963330029831,1.0
2024-02-24,2024,8,1259,Tellor,115.14,123.22,0.07017543859649121,2.0
2024-02-24,2024,8,19291,0x0.ai: AI Smart Contract,0.20323,0.275876,0.35745706834620883,3.0
2024-02-24,2024,8,5923,Akash Network,4.04,4.6,0.13861386138613851,4.0
2024-02-24,2024,8,6098,Wemix Token,2.03,2.57,0.26600985221674883,5.0
2024-02-24,2024,8,21330,Bittensor,582.55,650.29,0.11628186421766375,6.0
2024-02-24,2024,8,512,Blockstack,2.57,2.96,0.15175097276264599,7.0
2024-02-24,2024,8,1150,Thorchain,5.43,5.66,0.042357274401473376,8.0
2024-02-24,2024,8,9792,Osmosis,1.58,1.61,0.018987341772151913,9.0
2024-02-24,2024,8,7709,My Neighbor Alice,1.45,1.98,0.36551724137931035,10.0
2024-02-24,2024,8,10879,Lido Staked SOL,121.3,150.97,0.24460016488046168,11.0
2024-02-24,2024,8,18408,Kaspa,0.168503,0.170836,0.013845450822834027,12.0
2024-02-24,2024,8,4469,Render Token,7.34,7.65,0.04223433242506819,13.0
2024-02-24,2024,8,21262,Echelon Prime,12.55,15.26,0.2159362549800796,14.0
2024-02-24,2024,8,6963,Cudos,0.0236702,0.027784,0.17379658811501386,15.0
2024-02-24,2024,8,21068,Cheelee,18.7,18.02,-0.03636363636363635,16.0
2024-02-24,2024,8,675,Chromia,0.422131,0.402589,-0.0462936860832301,17.0
2024-02-24,2024,8,9427,Centrifuge,0.634715,0.700225,0.10321167768210922,18.0
2024-02-24,2024,8,9803,Wrapped Centrifuge,0.635839,0.701201,0.10279646262654527,19.0
2024-02-24,2024,8,989,Huobi Token,1.091,1.17,0.07241063244729602,20.0
2024-02-24,2024,8,1103,Gnosis,324.59,396.45,0.22138698049847505,21.0
2024-02-24,2024,8,3747,Solana,104.14,129.1,0.23967735740349524,22.0
2024-02-24,2024,8,21354,Fasttoken,1.66,1.74,0.048192771084337394,23.0
2024-02-24,2024,8,9753,Loom Network (NEW),0.103364,0.1144,0.10676831391974,24.0
2024-02-24,2024,8,15628,Pocket Network,0.225805,0.233486,0.03401607581763023,25.0
2024-02-24,2024,8,13198,Kujira,3.95,4.27,0.08101265822784795,26.0
2024-02-24,2024,8,382,Bitcoin Cash,267.44,449.92,0.6823212683218667,27.0
2024-02-24,2024,8,18821,Axelar,1.46,1.96,0.3424657534246575,28.0
2024-02-24,2024,8,1443,Prometeus,11.39,11.07,-0.028094820017559287,29.0
2024-02-24,2024,8,12078,Nakamoto Games,1.75,2.5,0.42857142857142855,30.0
2024-02-24,2024,8,8054,Illuvium,96.66,119.41,0.23536105938340576,31.0
2024-02-24,2024,8,996,Maker,2027.1,2121.4,0.046519658625622906,32.0
2024-02-24,2024,8,10897,Ribbon Finance,0.515417,0.774111,0.5019120440342479,33.0
2024-02-24,2024,8,15558,Goldfinch,1.28,1.29,0.007812500000000007,34.0
2024-02-24,2024,8,6150,Oasis Network,0.12131,0.159396,0.3139559805457094,35.0
2024-02-24,2024,8,6035,Conflux Token,0.249306,0.28126,0.12817180493048708,36.0
2024-02-24,2024,8,5921,Audius,0.239386,0.307563,0.2847994452474246,37.0
2024-02-24,2024,8,659,ChainLink,18.46,21.24,0.15059588299024904,38.0
2024-02-24,2024,8,16660,Rollbit Coin,0.150562,0.130805,-0.13122168940370077,39.0
2024-02-24,2024,8,22257,Pepe,1.29e-06,4.21e-06,2.2635658914728687,40.0
2024-02-24,2024,8,1094,Fetch.ai,1.078,1.85,0.7161410018552875,41.0
2024-02-24,2024,8,18835,Bonk,1.178e-05,2.392e-05,1.0305602716468591,42.0
2024-02-24,2024,8,18799,Decentralized Social,37.43,40.05,0.06999732834624627,43.0
2024-02-24,2024,8,15487,GenesysGo Shadow,1.4,1.052,-0.2485714285714285,44.0
2024-02-24,2024,8,6583,Staked Ether,2985.45,3408.03,0.1415465005275588,45.0
2024-02-24,2024,8,211,Ardor,0.094069,0.113043,0.2017030052408339,46.0
2024-02-24,2024,8,18839,Staked Frax Ether,3202.19,3662.02,0.1435985997083246,47.0
2024-02-24,2024,8,3756,JUST,0.0338841,0.0391122,0.15429360673590267,48.0
2024-02-24,2024,8,9841,Orca,4.43,4.86,0.09706546275395048,49.0
2024-02-24,2024,8,12264,Ethereum Name Service,21.42,22.47,0.049019607843137115,50.0
2024-02-24,2024,8,1095,Storj,0.730314,0.814997,0.11595423338454411,51.0
2024-02-24,2024,8,6723,Lido DAO,3.29,3.38,0.027355623100303907,52.0
2024-02-24,2024,8,7573,Trias Token,15.07,15.76,0.04578633045786327,53.0
2024-02-24,2024,8,991,Ethereum Classic,26.08,33.04,0.26687116564417185,54.0
2024-02-24,2024,8,2391,Klaytn,0.233959,0.301385,0.2881957949897205,55.0
2024-02-24,2024,8,215,Ark,0.850638,0.993956,0.1684829504442547,56.0
2024-02-24,2024,8,16945,ApeX,2.37,2.34,-0.01265822784810137,57.0
2024-02-24,2024,8,1028,NEXO,1.14,1.39,0.2192982456140351,58.0
2024-02-24,2024,8,13247,Victoria VR,0.042,0.0461395,0.09855952380952374,59.0
2024-02-24,2024,8,18838,Frax Ether,2974.22,3391.03,0.14014094451654566,60.0
2024-02-24,2024,8,18286,LIF3,0.0251724,0.0274952,0.09227566700036548,61.0
2024-02-24,2024,8,204,Aragon,7.57,8.67,0.14531043593130774,62.0
2024-02-24,2024,8,1040,Quant,104.03,124.16,0.19350187445929054,63.0
2024-02-24,2024,8,114,aelf,0.624041,0.677313,0.0853661858756077,64.0
2024-02-24,2024,8,10321,WOO Network,0.529375,0.542756,0.025276977567886612,65.0
2024-02-24,2024,8,13100,SSV Network,32.66,33.31,0.019902020820575805,66.0
2024-02-24,2024,8,8477,Mina Protocol (IOU),1.32,1.4,0.06060606060606049,67.0
2024-02-24,2024,8,6597,Frax Share,8.43,9.13,0.08303677342823264,68.0
2024-02-24,2024,8,3750,UMA,3.98,4.47,0.12311557788944717,69.0
2024-02-24,2024,8,376,Bitcoin,51517.0,61936.0,0.20224391948288914,70.0
2024-02-24,2024,8,20752,Blur,0.818271,0.731484,-0.1060614393031159,71.0
2024-02-24,2024,8,12265,Merit Circle,3.33,3.45,0.03603603603603607,72.0
2024-02-24,2024,8,13226,Biconomy,0.38447,0.549165,0.4283689234530654,73.0
2024-02-24,2024,8,12263,Immutable X,3.11,3.22,0.03536977491961425,74.0
2024-02-24,2024,8,10911,Marinade staked SOL,121.67,151.25,0.24311662694172761,75.0
2024-02-24,2024,8,18226,Bitcoin Avalanche Bridged (BTC.b),51399.0,62112.0,0.20842817953656687,76.0
2024-02-24,2024,8,5649,APEcoin,1.75,2.27,0.29714285714285715,77.0
2024-02-24,2024,8,21525,AllianceBlock Nexera,0.114915,0.149777,0.30337205760779695,78.0
2024-02-24,2024,8,408,Bitcoin SV,75.56,106.22,0.40577024880889356,79.0
2024-02-24,2024,8,5613,Aave,99.53,116.98,0.17532402290766605,80.0
2024-02-24,2024,8,15050,Threshold Network Token,0.0290466,0.0346312,0.19226346629209623,81.0
2024-02-24,2024,8,8668,Pendle,2.79,3.41,0.22222222222222227,82.0
2024-02-24,2024,8,1024,Horizen,10.12,12.12,0.19762845849802374,83.0
